airline,departure_airport,departure_time,destination_airport,destination_time,price,duration_time,crawled_at,source
VietJet Air,SGN,22:55,HAN,01:00,1.142.260 VND/khách,2h 5m,2025-11-18 21:59:55,traveloka.com
VietJet Air,SGN,23:20,HAN,01:30,1.178.080 VND/khách,2h 10m,2025-11-18 21:59:55,traveloka.com
Bamboo Airways,SGN,23:55,HAN,02:05,1.244.228 VND/khách,2h 10m,2025-11-18 21:59:55,traveloka.com
Vietravel Airlines,SGN,05:45,HAN,07:55,1.377.280 VND/khách,2h 10m,2025-11-18 21:59:55,traveloka.com
VietJet Air,SGN,21:05,HAN,23:15,1.405.935 VND/khách,2h 10m,2025-11-18 21:59:55,traveloka.com
VietJet Air,SGN,21:45,HAN,23:55,1.405.935 VND/khách,2h 10m,2025-11-18 21:59:55,traveloka.com
VietJet Air,SGN,05:20,HAN,07:30,1.406.930 VND/khách,2h 10m,2025-11-18 21:59:55,traveloka.com
VietJet Air,SGN,06:15,HAN,08:25,1.406.930 VND/khách,2h 10m,2025-11-18 21:59:55,traveloka.com
VietJet Air,SGN,06:50,HAN,09:00,1.406.930 VND/khách,2h 10m,2025-11-18 21:59:55,traveloka.com
VietJet Air,SGN,18:15,HAN,20:25,1.406.930 VND/khách,2h 10m,2025-11-18 21:59:55,traveloka.com
VietJet Air,SGN,18:50,HAN,21:00,1.406.930 VND/khách,2h 10m,2025-11-18 21:59:55,traveloka.com
VietJet Air,SGN,20:15,HAN,22:25,1.406.930 VND/khách,2h 10m,2025-11-18 21:59:55,traveloka.com
Vietravel Airlines,SGN,17:10,HAN,19:20,1.410.750 VND/khách,2h 10m,2025-11-18 21:59:55,traveloka.com
Vietravel Airlines,SGN,21:05,HAN,23:15,1.410.750 VND/khách,2h 10m,2025-11-18 21:59:55,traveloka.com
Bamboo Airways,SGN,19:35,HAN,21:45,1.462.371 VND/khách,2h 10m,2025-11-18 21:59:55,traveloka.com
SUN PhuQuoc AIRWAYS,SGN,21:50,HAN,23:55,1.482.156 VND/khách,2h 5m,2025-11-18 21:59:55,traveloka.com
SUN PhuQuoc AIRWAYS,SGN,06:30,HAN,08:40,1.482.156 VND/khách,2h 10m,2025-11-18 21:59:55,traveloka.com
SUN PhuQuoc AIRWAYS,SGN,18:10,HAN,20:20,1.482.156 VND/khách,2h 10m,2025-11-18 21:59:55,traveloka.com
Bamboo Airways,SGN,07:10,HAN,09:20,1.592.652 VND/khách,2h 10m,2025-11-18 21:59:55,traveloka.com
SUN PhuQuoc AIRWAYS,SGN,19:15,HAN,21:25,1.635.620 VND/khách,2h 10m,2025-11-18 21:59:55,traveloka.com
Vietnam Airlines,SGN,22:20,HAN,00:25,1.721.676 VND/khách,2h 5m,2025-11-18 21:59:55,traveloka.com
Vietnam Airlines,SGN,23:00,HAN,01:05,1.721.676 VND/khách,2h 5m,2025-11-18 21:59:55,traveloka.com
VietJet Air,SGN,07:20,HAN,09:30,1.755.180 VND/khách,2h 10m,2025-11-18 21:59:55,traveloka.com
Bamboo Airways,SGN,08:50,HAN,11:00,1.767.369 VND/khách,2h 10m,2025-11-18 21:59:55,traveloka.com
VietJet Air,SGN,11:45,HAN,13:55,1.903.435 VND/khách,2h 10m,2025-11-18 21:59:55,traveloka.com
Vietnam Airlines,SGN,22:00,HAN,00:05,2.016.442 VND/khách,2h 5m,2025-11-18 21:59:55,traveloka.com
VietJet Air,SGN,12:20,HAN,14:30,2.081.540 VND/khách,2h 10m,2025-11-18 21:59:55,traveloka.com
Bamboo Airways,SGN,13:15,HAN,15:25,2.149.120 VND/khách,2h 10m,2025-11-18 21:59:55,traveloka.com
VietJet Air,SGN,13:00,HAN,15:10,2.229.795 VND/khách,2h 10m,2025-11-18 21:59:55,traveloka.com
Vietnam Airlines,SGN,06:40,HAN,08:45,2.500.689 VND/khách,2h 5m,2025-11-18 21:59:55,traveloka.com
Vietnam Airlines,SGN,21:00,HAN,23:05,2.500.689 VND/khách,2h 5m,2025-11-18 21:59:55,traveloka.com
Vietnam Airlines,SGN,04:55,HAN,07:05,2.500.689 VND/khách,2h 10m,2025-11-18 21:59:55,traveloka.com
Vietnam Airlines,SGN,20:00,HAN,22:05,2.683.515 VND/khách,2h 5m,2025-11-18 21:59:55,traveloka.com
Vietnam Airlines,SGN,16:00,HAN,18:05,2.854.655 VND/khách,2h 5m,2025-11-18 21:59:55,traveloka.com
Vietnam Airlines,SGN,17:00,HAN,19:05,2.854.655 VND/khách,2h 5m,2025-11-18 21:59:55,traveloka.com
Vietnam Airlines,SGN,18:00,HAN,20:05,2.854.655 VND/khách,2h 5m,2025-11-18 21:59:55,traveloka.com
Vietnam Airlines,SGN,20:40,HAN,22:45,2.854.655 VND/khách,2h 5m,2025-11-18 21:59:55,traveloka.com
Vietnam Airlines,SGN,15:00,HAN,17:05,3.194.945 VND/khách,2h 5m,2025-11-18 21:59:55,traveloka.com
VietJet Air,SGN,05:40,HAN,07:50,3.202.905 VND/khách,2h 10m,2025-11-18 21:59:55,traveloka.com
Vietnam Airlines,SGN,15:00,HAN,17:05,3.443.695 VND/khách,2h 5m,2025-11-18 21:59:55,traveloka.com
VietJet Air,SGN,21:15,HAN,23:25,3.738.215 VND/khách,2h 10m,2025-11-18 21:59:55,traveloka.com
VietJet Air,SGN,22:35,HAN,00:45,3.738.215 VND/khách,2h 10m,2025-11-18 21:59:55,traveloka.com
