airline,departure_airport,departure_time,destination_airport,destination_time,price,duration_time,crawled_at,source
VietJet Air,SGN,21:00,HAN,23:10,1.341.886 VND/khách,2h 10m,2025-11-24 23:03:33,Traveloka.com
VietJet Air,SGN,20:15,HAN,22:25,1.362.226 VND/khách,2h 10m,2025-11-24 23:03:33,Traveloka.com
VietJet Air,SGN,21:10,HAN,23:20,1.362.226 VND/khách,2h 10m,2025-11-24 23:03:33,Traveloka.com
VietJet Air,SGN,21:45,HAN,23:55,1.362.226 VND/khách,2h 10m,2025-11-24 23:03:33,Traveloka.com
VietJet Air,SGN,22:45,HAN,00:55,1.362.226 VND/khách,2h 10m,2025-11-24 23:03:33,Traveloka.com
VietJet Air,SGN,23:20,HAN,01:30,1.362.226 VND/khách,2h 10m,2025-11-24 23:03:33,Traveloka.com
VietJet Air,SGN,05:20,HAN,07:30,1.378.997 VND/khách,2h 10m,2025-11-24 23:03:33,Traveloka.com
Vietravel Airlines,SGN,21:05,HAN,23:15,1.386.990 VND/khách,2h 10m,2025-11-24 23:03:33,Traveloka.com
Vietravel Airlines,SGN,05:45,HAN,07:55,1.501.830 VND/khách,2h 10m,2025-11-24 23:03:33,Traveloka.com
Vietravel Airlines,SGN,07:05,HAN,09:15,1.501.830 VND/khách,2h 10m,2025-11-24 23:03:33,Traveloka.com
Vietravel Airlines,SGN,13:55,HAN,16:05,1.501.830 VND/khách,2h 10m,2025-11-24 23:03:33,Traveloka.com
Vietravel Airlines,SGN,17:30,HAN,19:45,1.501.830 VND/khách,2h 15m,2025-11-24 23:03:33,Traveloka.com
Vietravel Airlines,SGN,13:15,HAN,15:20,1.542.420 VND/khách,2h 5m,2025-11-24 23:03:33,Traveloka.com
VietJet Air,SGN,08:30,HAN,10:40,1.560.046 VND/khách,2h 10m,2025-11-24 23:03:33,Traveloka.com
VietJet Air,SGN,05:40,HAN,07:50,1.585.582 VND/khách,2h 10m,2025-11-24 23:03:33,Traveloka.com
VietJet Air,SGN,06:15,HAN,08:25,1.585.582 VND/khách,2h 10m,2025-11-24 23:03:33,Traveloka.com
VietJet Air,SGN,06:50,HAN,09:00,1.585.582 VND/khách,2h 10m,2025-11-24 23:03:33,Traveloka.com
VietJet Air,SGN,07:20,HAN,09:30,1.585.582 VND/khách,2h 10m,2025-11-24 23:03:33,Traveloka.com
VietJet Air,SGN,08:15,HAN,10:25,1.585.582 VND/khách,2h 10m,2025-11-24 23:03:33,Traveloka.com
VietJet Air,SGN,09:00,HAN,11:10,1.585.582 VND/khách,2h 10m,2025-11-24 23:03:33,Traveloka.com
VietJet Air,SGN,14:35,HAN,16:45,1.585.582 VND/khách,2h 10m,2025-11-24 23:03:33,Traveloka.com
VietJet Air,SGN,14:40,HAN,16:50,1.585.582 VND/khách,2h 10m,2025-11-24 23:03:33,Traveloka.com
VietJet Air,SGN,14:50,HAN,17:00,1.585.582 VND/khách,2h 10m,2025-11-24 23:03:33,Traveloka.com
VietJet Air,SGN,15:20,HAN,17:30,1.585.582 VND/khách,2h 10m,2025-11-24 23:03:33,Traveloka.com
VietJet Air,SGN,18:00,HAN,20:10,1.585.582 VND/khách,2h 10m,2025-11-24 23:03:33,Traveloka.com
VietJet Air,SGN,18:45,HAN,20:55,1.585.582 VND/khách,2h 10m,2025-11-24 23:03:33,Traveloka.com
VietJet Air,SGN,18:50,HAN,21:00,1.585.582 VND/khách,2h 10m,2025-11-24 23:03:33,Traveloka.com
VietJet Air,SGN,19:50,HAN,22:00,1.585.582 VND/khách,2h 10m,2025-11-24 23:03:33,Traveloka.com
VietJet Air,SGN,17:00,HAN,19:15,1.585.582 VND/khách,2h 15m,2025-11-24 23:03:33,Traveloka.com
Bamboo Airways,SGN,07:10,HAN,09:20,1.592.652 VND/khách,2h 10m,2025-11-24 23:03:33,Traveloka.com
Bamboo Airways,SGN,19:35,HAN,21:45,1.592.652 VND/khách,2h 10m,2025-11-24 23:03:33,Traveloka.com
Bamboo Airways,SGN,23:25,HAN,01:35,1.592.652 VND/khách,2h 10m,2025-11-24 23:03:33,Traveloka.com
SUN PhuQuoc AIRWAYS,SGN,06:30,HAN,08:40,1.674.820 VND/khách,2h 10m,2025-11-24 23:03:33,Traveloka.com
SUN PhuQuoc AIRWAYS,SGN,19:15,HAN,21:25,1.674.820 VND/khách,2h 10m,2025-11-24 23:03:33,Traveloka.com
SUN PhuQuoc AIRWAYS,SGN,21:50,HAN,23:55,1.693.426 VND/khách,2h 5m,2025-11-24 23:03:33,Traveloka.com
VietJet Air,SGN,10:00,HAN,12:10,1.701.918 VND/khách,2h 10m,2025-11-24 23:03:33,Traveloka.com
VietJet Air,SGN,12:00,HAN,14:10,1.701.918 VND/khách,2h 10m,2025-11-24 23:03:33,Traveloka.com
VietJet Air,SGN,13:20,HAN,15:30,1.701.918 VND/khách,2h 10m,2025-11-24 23:03:33,Traveloka.com
Vietnam Airlines,SGN,07:05,HAN,09:10,1.750.205 VND/khách,2h 5m,2025-11-24 23:03:33,Traveloka.com
Vietnam Airlines,SGN,17:00,HAN,19:05,1.750.205 VND/khách,2h 5m,2025-11-24 23:03:33,Traveloka.com
Vietnam Airlines,SGN,19:35,HAN,21:40,1.750.205 VND/khách,2h 5m,2025-11-24 23:03:33,Traveloka.com
Vietnam Airlines,SGN,20:00,HAN,22:05,1.750.205 VND/khách,2h 5m,2025-11-24 23:03:33,Traveloka.com
Vietnam Airlines,SGN,20:55,HAN,23:00,1.750.205 VND/khách,2h 5m,2025-11-24 23:03:33,Traveloka.com
Vietnam Airlines,SGN,21:00,HAN,23:05,1.750.205 VND/khách,2h 5m,2025-11-24 23:03:33,Traveloka.com
Vietnam Airlines,SGN,22:00,HAN,00:05,1.750.205 VND/khách,2h 5m,2025-11-24 23:03:33,Traveloka.com
Vietnam Airlines,SGN,07:25,HAN,09:30,1.753.190 VND/khách,2h 5m,2025-11-24 23:03:33,Traveloka.com
Vietnam Airlines,SGN,06:40,HAN,08:45,1.765.130 VND/khách,2h 5m,2025-11-24 23:03:33,Traveloka.com
Bamboo Airways,SGN,10:20,HAN,12:30,1.767.369 VND/khách,2h 10m,2025-11-24 23:03:33,Traveloka.com
Bamboo Airways,SGN,13:15,HAN,15:25,1.767.369 VND/khách,2h 10m,2025-11-24 23:03:33,Traveloka.com
Vietnam Airlines,SGN,23:00,HAN,01:05,1.799.946 VND/khách,2h 5m,2025-11-24 23:03:33,Traveloka.com
SUN PhuQuoc AIRWAYS,SGN,18:10,HAN,20:20,1.840.440 VND/khách,2h 10m,2025-11-24 23:03:33,Traveloka.com
Vietnam Airlines,SGN,06:00,HAN,08:05,1.952.737 VND/khách,2h 5m,2025-11-24 23:03:33,Traveloka.com
Vietnam Airlines,SGN,07:00,HAN,09:05,1.956.170 VND/khách,2h 5m,2025-11-24 23:03:33,Traveloka.com
Vietnam Airlines,SGN,15:30,HAN,17:35,1.956.170 VND/khách,2h 5m,2025-11-24 23:03:33,Traveloka.com
Vietnam Airlines,SGN,16:00,HAN,18:05,1.956.170 VND/khách,2h 5m,2025-11-24 23:03:33,Traveloka.com
Vietnam Airlines,SGN,17:00,HAN,19:05,2.013.610 VND/khách,2h 5m,2025-11-24 23:03:33,Traveloka.com
Vietnam Airlines,SGN,18:00,HAN,20:05,2.013.610 VND/khách,2h 5m,2025-11-24 23:03:33,Traveloka.com
Vietnam Airlines,SGN,04:55,HAN,07:05,2.036.945 VND/khách,2h 10m,2025-11-24 23:03:33,Traveloka.com
Vietnam Airlines,SGN,15:00,HAN,17:05,2.216.860 VND/khách,2h 5m,2025-11-24 23:03:33,Traveloka.com
Vietnam Airlines,SGN,08:00,HAN,10:05,2.499.460 VND/khách,2h 5m,2025-11-24 23:03:33,Traveloka.com
Vietnam Airlines,SGN,09:00,HAN,11:05,2.499.460 VND/khách,2h 5m,2025-11-24 23:03:33,Traveloka.com
Vietnam Airlines,SGN,14:00,HAN,16:05,2.499.460 VND/khách,2h 5m,2025-11-24 23:03:33,Traveloka.com
Vietnam Airlines,SGN,10:00,HAN,12:05,2.633.765 VND/khách,2h 5m,2025-11-24 23:03:33,Traveloka.com
Vietnam Airlines,SGN,11:00,HAN,13:05,2.633.765 VND/khách,2h 5m,2025-11-24 23:03:33,Traveloka.com
Vietnam Airlines,SGN,12:00,HAN,14:05,2.633.765 VND/khách,2h 5m,2025-11-24 23:03:33,Traveloka.com
Vietnam Airlines,SGN,13:00,HAN,15:05,2.827.790 VND/khách,2h 5m,2025-11-24 23:03:33,Traveloka.com
Vietnam Airlines,SGN,19:00,HAN,21:05,3.131.265 VND/khách,2h 5m,2025-11-24 23:03:33,Traveloka.com
"Vietravel Airlines, VietJet Air",SGN,19:10,HAN,07:05,1.566.082 VND/khách,11h 55m,2025-11-24 23:03:33,Traveloka.com
VietJet Air,SGN,23:00,HAN,07:05,1.600.752 VND/khách,8h 5m,2025-11-24 23:03:33,Traveloka.com
VietJet Air,SGN,22:40,HAN,07:05,1.600.752 VND/khách,8h 25m,2025-11-24 23:03:33,Traveloka.com
"VietJet Air, Vietravel Airlines",SGN,23:00,HAN,20:15,1.619.760 VND/khách,21h 15m,2025-11-24 23:03:33,Traveloka.com
"VietJet Air, Vietravel Airlines",SGN,22:40,HAN,20:15,1.619.760 VND/khách,21h 35m,2025-11-24 23:03:33,Traveloka.com
"VietJet Air, Vietravel Airlines",SGN,20:40,HAN,20:15,1.619.760 VND/khách,23h 35m,2025-11-24 23:03:33,Traveloka.com
