airline,departure_airport,departure_time,destination_airport,destination_time,price,duration_time,crawled_at,source
SUN PhuQuoc AIRWAYS,SGN,21:50,HAN,23:55,1.697.329 VND/khách,2h 5m,2025-11-13 23:31:14,traveloka.com
Bamboo Airways,SGN,23:40,HAN,01:50,1.366.633 VND/khách,2h 10m,2025-11-13 23:31:14,traveloka.com
VietJet Air,SGN,19:55,HAN,22:00,1.578.029 VND/khách,2h 5m,2025-11-13 23:31:14,traveloka.com
VietJet Air,SGN,18:00,HAN,20:10,1.578.029 VND/khách,2h 10m,2025-11-13 23:31:14,traveloka.com
VietJet Air,SGN,19:00,HAN,21:10,1.578.029 VND/khách,2h 10m,2025-11-13 23:31:14,traveloka.com
VietJet Air,SGN,20:15,HAN,22:25,1.578.029 VND/khách,2h 10m,2025-11-13 23:31:14,traveloka.com
VietJet Air,SGN,21:00,HAN,23:10,1.578.029 VND/khách,2h 10m,2025-11-13 23:31:14,traveloka.com
VietJet Air,SGN,21:45,HAN,23:55,1.578.029 VND/khách,2h 10m,2025-11-13 23:31:14,traveloka.com
Vietravel Airlines,SGN,14:00,HAN,15:55,1.671.600 VND/khách,1h 55m,2025-11-13 23:31:14,traveloka.com
Vietravel Airlines,SGN,21:05,HAN,23:15,1.671.600 VND/khách,2h 10m,2025-11-13 23:31:14,traveloka.com
VietJet Air,SGN,06:50,HAN,09:00,1.674.200 VND/khách,2h 10m,2025-11-13 23:31:14,traveloka.com
VietJet Air,SGN,15:00,HAN,17:05,1.694.189 VND/khách,2h 5m,2025-11-13 23:31:14,traveloka.com
VietJet Air,SGN,09:00,HAN,11:10,1.694.189 VND/khách,2h 10m,2025-11-13 23:31:14,traveloka.com
VietJet Air,SGN,10:00,HAN,12:10,1.694.189 VND/khách,2h 10m,2025-11-13 23:31:14,traveloka.com
VietJet Air,SGN,11:15,HAN,13:25,1.694.189 VND/khách,2h 10m,2025-11-13 23:31:14,traveloka.com
VietJet Air,SGN,12:00,HAN,14:10,1.694.189 VND/khách,2h 10m,2025-11-13 23:31:14,traveloka.com
VietJet Air,SGN,12:40,HAN,14:50,1.694.189 VND/khách,2h 10m,2025-11-13 23:31:14,traveloka.com
VietJet Air,SGN,13:15,HAN,15:25,1.694.189 VND/khách,2h 10m,2025-11-13 23:31:14,traveloka.com
SUN PhuQuoc AIRWAYS,SGN,21:50,HAN,23:55,1.697.329 VND/khách,2h 5m,2025-11-13 23:31:14,traveloka.com
SUN PhuQuoc AIRWAYS,SGN,18:10,HAN,20:20,1.697.329 VND/khách,2h 10m,2025-11-13 23:31:14,traveloka.com
SUN PhuQuoc AIRWAYS,SGN,19:15,HAN,21:25,1.697.329 VND/khách,2h 10m,2025-11-13 23:31:14,traveloka.com
Bamboo Airways,SGN,07:10,HAN,09:20,1.784.781 VND/khách,2h 10m,2025-11-13 23:31:14,traveloka.com
Bamboo Airways,SGN,13:15,HAN,15:25,1.784.781 VND/khách,2h 10m,2025-11-13 23:31:14,traveloka.com
Bamboo Airways,SGN,14:00,HAN,16:10,1.784.781 VND/khách,2h 10m,2025-11-13 23:31:14,traveloka.com
Vietravel Airlines,SGN,05:45,HAN,07:55,1.829.805 VND/khách,2h 10m,2025-11-13 23:31:14,traveloka.com
